Id;Genre;Probabilities
iC5dWobPSik;Travel & Events; {'22': 0.2, '26': 0.1, '27': 0.6, '19': 0.1}
sdQ1kql5VhE;Travel & Events; {'19': 0.30000000000000004, '26': 0.1, '22': 0.4, '28': 0.1, '27': 0.1}
yw5W4X0IJVQ;Travel & Events; {'22': 0.1, '19': 0.6, '24': 0.1, '10': 0.1, '26': 0.1}
vQPvmo6jrzM;Travel & Events; {'19': 0.7999999999999999, '27': 0.2}
fkZTu1j5q9Y;Education; {'27': 0.21666666666666665, '22': 0.03333333333333333, '19': 0.016666666666666666, '26': 0.05000000000000001, '24': 0.016666666666666666}
87y4tPr0PKw;People & Blogs; {'27': 0.08333333333333333, '22': 0.06666666666666667, '24': 0.11666666666666668, '26': 0.05000000000000001, '19': 0.016666666666666666}
xPwUeTpysyQ;Entertainment; {'24': 0.30000000000000004, '26': 0.4, '19': 0.2, '27': 0.1}
8durDK5OolY;Education; {'27': 0.7999999999999999, '22': 0.2}
WfhzqjrQpBo;Entertainment; {'24': 0.5, '10': 0.1, '22': 0.30000000000000004, '27': 0.1}
8DIOaaKX-m8;Entertainment; {'22': 0.30000000000000004, '24': 0.30000000000000004, '19': 0.2, '27': 0.2}
rOl_JbJJfEI;Travel & Events; {'19': 0.4, '24': 0.2, '22': 0.2, '26': 0.1, '10': 0.1}
WWnx65HT09c;Education; {'27': 0.7999999999999999, '22': 0.2}
a5o8nR_Sdbo;Education; {'27': 0.8999999999999999, '22': 0.1}
Z80E0Q1Qh5k;People & Blogs; {'22': 0.7999999999999999, '27': 0.2}
B1ciT_ns9Hs;Education; {'27': 0.5, '22': 0.1, '26': 0.2, '24': 0.2}
QCuxFBI4JtQ;Travel & Events; {'19': 0.6, '24': 0.2, '22': 0.2}
2CX9aZ_Ltcw;Travel & Events; {'27': 0.1, '22': 0.30000000000000004, '28': 0.1, '19': 0.30000000000000004, '25': 0.1, '24': 0.1}
5jOXKETXlT0;Entertainment; {'24': 0.30000000000000004, '15': 0.5, '27': 0.1, '22': 0.1}
wkBWgGXMoAQ;Travel & Events; {'19': 0.4, '24': 0.4, '27': 0.2}
yWfGXOjBF2E;Science & Technology; {'28': 0.4, '19': 0.30000000000000004, '1': 0.1, '25': 0.1, '27': 0.1}
IREzENs-c00;Entertainment; {'19': 0.7, '24': 0.2, '27': 0.1}
s7qWfI7_JOs;Travel & Events; {'24': 0.1, '19': 0.6, '27': 0.1, '22': 0.2}
4bYq8XTxHZU;Entertainment; {'19': 0.5, '27': 0.4, '22': 0.1}
QLeEnWRZPWk;Travel & Events; {'19': 0.9999999999999999}
DkiB0l2onqU;People & Blogs; {'10': 0.30000000000000004, '22': 0.1, '19': 0.4, '27': 0.1, '24': 0.1}
uJObxXPie_U;Travel & Events; {'19': 0.7, '10': 0.30000000000000004}
